,Year,Title_English,Episodes,Popularity,Aired,Aired On,Duration,Genres,Tags,Summary,Title_Korean,Also Known As,Content Rating,Score_Votes,Score,Ranked,Watchers
52,2023,The Villain of Romance (2023),10,8516,"Jun 5, 2023 - Jun 27, 2023","Monday, Tuesday",45 min.,['Romance'],"['School Setting', 'University', 'Miniseries', 'Coming Of Age']","A coming-of-age story and realistic romance about young college “villains” who are still learning about love. Kang Hee Jae desperately wants to appear cool to others, but secretly feels smaller than plankton on the inside. While struggling to forgive his girlfriend, Yoo Jin, for her “savage” behavior, he winds up gradually transforming into an obsessive monster. Meanwhile, Ban Yoo Jin is a highly intelligent older student at Kang Hee Jae’s college. Because Yoo Jin can never seem to keep a relationship going for longer than 100 days, she starts to worry that she’ll wind up living a lonely life alone. So when younger student Hee Jae boldly shoots his shot, she decides to put him through some intense “training” as they date. (Source: Soompi)",로맨스빌런,"Romaenseubilreon , Romance Villain , 로맨스 빌런",15+ - Teens 15 or older,219,6.8,11797,1513
53,2023,The Real Has Come! (2023),50,1319,"Mar 25, 2023 - Sep 10, 2023","Saturday, Sunday",1 hr. 20 min.,"['Romance', 'Drama', 'Melodrama']","['Pregnancy', 'Fake To Real Lovers', 'Contract Relationship', 'Family Relationship', 'Cohabitation', 'Multiple Couples', 'Big Family', 'Family Pressure', 'Adopted Male Lead', 'Gynecologist Male Lead']","Oh Yeon Doo, an online Korean language instructor, discovers her boyfriend, Kim Joon Ha, has been cheating on her and that she is pregnant. Meanwhile, Gong Tae Kyung, a successful obstetrician, has no intention of marrying. The two often cross paths and help each other, leading Tae Kyung to propose a fake marriage to escape his family's pressure. However, complications arise with Tae Kyung's first love, Jang Se Jin, and Oh Yeon Doo's ex, Kim Joon Ha. Will love sort out this tangled mess? (Source: MyDramaList)",진짜가 나타났다!,"Chegou a Hora da Verdade! , Jinjjaga Natanassda , Jinjjaga Natanassda! , Jinjjaga Natanatda , Jinjjaga Natanatda! , The Real Deal Has Come! , The Real Thing Appears , ‫لقد وصل الشخص المناسب! , 진짜가 나타났다",15+ - Teens 15 or older,6505,7.3,8856,19378
54,2023,Shadow Detective Season 2 (2023),8,5308,"Jul 5, 2023 - Jul 26, 2023",Wednesday,55 min.,"['Mystery', 'Drama']","['Detective Fiction', 'Detective Male Lead', 'Miniseries', 'Web Series', 'Investigation']","Unfolds the ultimate counterattack of veteran homicide detective Kim Taek Rok, who has returned to investigate the secret mastermind behind the blackmailer 'Friend'. (Source: Sports Chosun; edited by Krystale Mitaesa at MyDramaList)",형사록 시즌2,"Detective Records Season 2 , Detetive Sombra 2 , Hyeongsarok Sijeun 2 , O Detetive das Sombras 2 , Veteran Detective Season 2",15+ - Teens 15 or older,1175,8.0,2612,3293
55,2023,The Emotion (2023),5,99999,"Jan 5, 2023 - Feb 2, 2023",Thursday,8 min.,"['Romance', 'Youth']","['Student Supporting Character', 'Student Female Lead', 'Student Male Lead', 'School Setting', 'Short Length Series', 'Broken Family', 'Miniseries', 'High School', 'Web Series', 'Friendship']","This drama focuses on the emotional feelings of the main character, Yoo Ji Seo. Ji Seo is a student who doesn't care about her surroundings but she is very smart and always studies all the time. With big pressure from home, her father wants her to always get the best grades at school. Ji Seo feels confused, lonely, and depressed. Because of that, Ji Seo became more sensitive and didn't have any friends at school. One day, Ji Seo's class was given the task of writing about the feelings and emotions she was feeling at that time. However, it turned out that the teacher randomly rotated the results of her assignment to other classmates. After that, Ji Seo couldn't help but have to deal with her classmate, Han Yoon Hwan. (Source: Loopnice at MyDramaList)",더 이모션,"A Emoção , Deo Imosyeon",Not Yet Rated,0,0.0,99999,66
56,2023,It Was Spring (2023),8,14591,"May 8, 2023 - Jun 26, 2023",Monday,17 min.,"['Comedy', 'Romance', 'Youth', 'Drama']","['Dishonest Female Lead', 'Student Female Lead', 'Student Male Lead', 'School Setting', 'Spring Setting', 'Basketball Player Male Lead', ""Childhood Friends' Relationship"", 'Athlete Male Lead', 'Teenager Female Lead', 'Teenager Male Lead']","Set in a high school in Mokpo, this webdrama perfectly reproduces various cultures and youth sensibilities such as music, dramas, movies, and fashion at a time, letting viewers to empathise and think about their memories. (Source: Korean = Naver || Translation = Xavier Ng at MyDramaList)",시작은 첫키스,"First Kiss in the Beginning , First Kiss Is The Beginning , Kiss Is the Beginning , Kiss Is the Start , O Primeiro Beijo , Sijakeun Cheoskiseu , Sijakeun Kiseu , 시작은 키스",Not Yet Rated,49,6.5,34701,551
57,2023,Apple of My Eye (2023),121,9974,"Mar 27, 2023 - Sep 15, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",30 min.,"['Romance', 'Family', 'Melodrama']","['Single Father Male Lead', 'Harassment', 'Hardworking Male Lead', 'Family Relationship', 'Father-Daughter Relationship', 'Nice Male Lead', 'Slow Burn Romance']","As a single dad, Kang San works harder than anyone else to raise his daughter. He runs a side dish store and works as a nursing care worker to make ends meet. His daughter, Jan Di, a middle schooler entering her adolescence, aspires to be a K-pop idol. Although Kang San does his best for his daughter, conflicts with his adolescent daughter are inevitable. Like an accident destined to happen, Mi Rae, the adopted daughter of the Hwang Dong Food Group, shows up before him. She may be adopted, but Mi Rae is an academy art instructor with a straightforward attitude and astute qualities. What love story will unfold when Mi Rae's first love, Ju Hyuk, suddenly appears before them? (Source: Viki)","금이야, 옥이야","Geumiya, Okiya , My Gold, My Jade",15+ - Teens 15 or older,329,6.8,11754,1132
58,2023,Our Dating Sim (2023),8,417,"Mar 9, 2023 - Mar 30, 2023",Thursday,15 min.,"['Business', 'Romance']","['Gay Romance', 'Meet Again', 'Illustrator Male Lead', 'Long Time Crush', 'Ghosting', 'LGBTQ+', ""Co-workers' Relationship"", 'Game Developer Male Lead', 'Gay Male Lead', 'High School Crush']",A story about what happens when two men who have been friends since school days meet again at work and create a dating simulation game. (Source: Korean = movie.daum.net || Translation = MyDramaList),우리 연애 시뮬레이션,"Coincidence , Nossa Simulação de Namoro , Our Dating Simulation , Uri Yeonae Simyulreisyeon , Uyeonsi , Симуляция нашей любви , 我們的模擬戀愛 , 우연시",13+ - Teens 13 or older,31276,7.8,3643,47904
59,2023,Blue Temperature (2023),4,15201,"Jun 28, 2023 - Jul 19, 2023",Wednesday,7 min.,"['Romance', 'Youth']","['Student Female Lead', 'Student Male Lead', 'School Setting', 'Countryside Setting', 'Teenager Female Lead', 'Teenager Male Lead', 'Short Length Series', 'Return To Hometown', 'Miniseries', 'High School']","Set in the picturesque town of Cheongdo, this story revolves around the lives of two high school students, Soo Ah and Soo Hyuk. Soo Ah temporarily moves to Cheongdo to help her mother with persimmon farming. While adjusting to the new environment, she encounters Soo Hyuk, a responsible and hardworking student who is determined to carry on his family's café business. Soo Hyuk also happens to be Soo Ah's first love. As Soo Ah and Soo Hyuk spend time together in Cheongdo, their friendship gradually blossoms into a deep bond. (Source: SooNum at MyDramaList)",파랑의 온도,"Parangui Ondo , Temperature of Blue , Temperature of Waves",Not Yet Rated,56,6.9,30116,509
60,2023,Castaway Diva (2023),12,265,"Oct 28, 2023 - Dec 3, 2023","Saturday, Sunday",1 hr. 20 min.,"['Music', 'Comedy', 'Romance', 'Drama']","['Chasing A Dream', 'Singer Female Lead', 'Music Industry', 'Family Relationship', 'Friendship', ""Brothers' Relationship"", 'Heartwarming', 'Sismance', 'Difficult Childhood', 'Entertainment Industry']","Mok Ha has always dreamt of becoming a singer. During middle school, however, she ends up on a deserted island where she manages to survive alone for over fifteen years. When she's finally rescued, she must adjust to a world that has changed dramatically in her absence. While learning to navigate the complex social dynamics of modern society, Mok Ha is determined to achieve her dream of becoming a singer—and she will stop at nothing to make it happen. (Source: MyDramaList)",무인도의 디바,"Desert Island Diva , Diva à Deriva , Diva da Ilha Deserta , Diva of the Deserted Island , Diva on a Deserted Island , Diva trosečnice , Muindoui Diba , Діва з безлюдного острова , Дива с необитаемого острова , مغنية على جزيرة مهجورة",15+ - Teens 15 or older,34178,8.3,1104,62760
61,2023,Oasis (2023),16,1742,"Mar 6, 2023 - Apr 25, 2023","Monday, Tuesday",1 hr. 10 min.,"['Romance', 'Youth', 'Drama', 'Melodrama']","['1980s', '1990s', 'Gangster Male Lead', 'Secret', 'Family Secret', 'Poor Male Lead', 'Transfer Student Female Lead', 'Student Male Lead', 'School Setting', ""Childhood Friends' Relationship""]","In 1980s South Korea, amidst political unrest, two high school friends, Lee Du Hak and Choi Cheol Ung, bond with O Jeong Sin, a transfer student from Seoul. As they grow closer, both boys fall for her, igniting a love rivalry. Tragedy strikes when Lee Du Hak's family is caught in an incident, leading him down a path of violence and revenge. With political turmoil escalating, can love help heal the rift between the friends? (Source: MyDramaList)",오아시스,"Oasiseu , Oáza",15+ - Teens 15 or older,2755,7.7,4890,14519
62,2023,Moving (2023),20,85,"Aug 9, 2023 - Sep 20, 2023",Wednesday,47 min.,"['Action', 'Thriller', 'Mystery', 'Supernatural']","['Graphic Violence', 'Supernatural Power', 'Multiple Mains', 'Romance', 'Family Relationship', 'Past And Present', 'Mother-Son Relationship', 'Father-Daughter Relationship', 'Suspense', '1990s']","Kim Bong Seok, Jang Hui Su, and Lee Gang Hun, seemingly typical high school students, bear extraordinary inherited powers. Bong Seok can fly, Hui Su possesses exceptional athleticism and rapid injury recovery, and Gang Hun wields uncanny strength and speed. As they conceal their gifts, their parents fight to shield them from exploitation by others, navigating a delicate balance between secrecy and protection. (Source: MyDramaList) ~~ Adapted from the webtoon “Moving” (무빙) by Kang Full (강풀).",무빙,"Em Movimento , Mubing , Na útěku , В движении , В русі",18+ Restricted (violence & profanity),54793,9.0,56,117101
63,2023,Family: The Unbreakable Bond (2023),12,1492,"Apr 17, 2023 - May 23, 2023","Monday, Tuesday",1 hr. 20 min.,"['Action', 'Thriller', 'Comedy', 'Drama']","['Spy Male Lead', 'Married Life', 'Double Identity', 'Romance', 'Hidden Identity', 'Physically Strong Female Lead', 'Physically Strong Male Lead', 'Emotionally Strong Female Lead', 'Family Struggle', 'Trader Male Lead']","Kwon Do Hun is an expert sniper and a secret agent working for the National Intelligence Service. To conceal his true identity, he lives a double life as a regular trading company employee, keeping even his wife, Kang Yu Ra, in the dark. Though he is occupied with his work, Kwon Do Hun cherishes his wife deeply. Meanwhile, Kang Yu Ra, a dedicated homemaker, harbors a secret. Their tranquil existence is thrown into turmoil when Tae Gu emerges, posing a threat to their carefully crafted façade. (Source: CK Warrior at MyDramaList)",패밀리,"Family , Paemilli , Сім’я , العائلة: الرابطة التي لا تنكسر",15+ - Teens 15 or older,4314,7.6,5796,17334
64,2023,My Sister Season 2 (2023),5,16723,"Sep 20, 2023 - Nov 19, 2023",Sunday,10 min.,"['Youth', 'Family']","['School Setting', 'Short Length Series', 'Adopted Siblings Love', 'Slice Of Life', 'Miniseries', 'Death', 'Web Series', 'Friendship']",One day your mom gets married and now you have three sisters! But what will you do when suddenly your parents die in a plane crash and find out they never registered their marriage so you were never legally a family?! Are they still your sisters? (Source: MyDramaList),여동사친 시즌2,"My Sister 2 , Yeodongsachin 2 , Yeodongsachin Sijeun 2 , 여동사친2",Not Yet Rated,100,6.7,33466,420
65,2023,Destined with You (2023),16,146,"Aug 23, 2023 - Oct 12, 2023","Wednesday, Thursday",1 hr. 10 min.,"['Comedy', 'Romance', 'Drama', 'Fantasy']","['Magic', 'Love Spell', 'Curse', 'Supernatural', 'Lawyer Male Lead', 'Fated Love', ""Bickering Mains' Relationship"", 'Male Chases Female First', 'Enemies To Lovers', ""Co-workers' Relationship""]","Lee Hong Jo, a low-ranking civil servant, always does her best despite constant complaints and a lonely personal life. One day, she comes into possession of an old wooden chest and the key to lift a curse affecting Jang Sin Yu. Jang Sin Yu, a smart and handsome lawyer, suffers from a mysterious illness tied to a centuries-old family curse. As his condition worsens, he becomes desperate to break it, leading to an unexpected connection with Hong Jo. (Source: AsianWiki; Netflix)",이 연애는 불가항력,"I Yeonaeneun Bulgahangryeok , Irresistible Love , This Relationship Is Force Majeure , Yi Yeonaeneun Bulgahangryeok",15+ - Teens 15 or older,52005,8.2,1756,92576
66,2023,AI (2023),4,99999,"Sep 3, 2023 - Sep 24, 2023",,4 min.,['Drama'],"['Short Length Series', 'Miniseries', 'Web Series']",,AI,,Not Yet Rated,0,0.0,99999,9
67,2023,Our D-Day (2023),6,11475,"Jan 26, 2023 - Feb 10, 2023","Thursday, Friday",17 min.,"['Comedy', 'Youth', 'Drama']","['Friendship', 'Violence Against Children', 'School Setting', 'Short Length Series', 'Imaginary Friend', 'Suicidal Male Lead', 'Sleep Disorder', 'Flashback To Past', 'Hallucination', 'Insomnia']","Kim Moo Young, Heo Won Ho and Baek Ji Soo have been friends since high school. Now in their 30s, each of them is struggling in their own way. Moo Young works at a dead end job in a convenience store. Won Ho gave up his dream of writing music to work in an advertising agency. Meanwhile, Ji Soo is an aspiring movie director. Moo Young had a crush on Woori in high school. One day, Moo Young's friends, who have no concept of personal space, decide that they should go on a road trip together. Unbeknownst to his friends, Moo Young who is struggling with depression has been planning to commit suicide.",우리의 디데이,"Nosso Dia D , Uriui Didei",Not Yet Rated,106,7.8,16846,876
68,2023,Bitch X Rich (2023),10,791,"May 31, 2023 - Jun 28, 2023",Wednesday,35 min.,"['Thriller', 'Mystery', 'Youth', 'Drama']","['Teenager Female Lead', 'Poor Female Lead', 'School Bullying', 'Death', 'High School', 'Murder', 'Suspense', 'Investigation', 'Transfer Student Female Lead', 'Student Female Lead']",Baek Je Na is a third-generation conglomerate and a gold spoon of the highest class at Cheongdam International High School. Kim Hye In grew up in poverty and is offered a chance to study at the Cheongdam International High School in exchange for her silence on a murder she witnessed. Cheongdam International High School is a homicide mystery that follows Je Na’s rivalry with Kim Hye In as they are pitted against each other in mental warfare. (Sources: pinkvilla.com; nme.com),청담국제고등학교,"Bitch and Rich , Cheongdam International High School , Cheongdamgukjekodeunghakkyo , Chungdamkookjegodeunghakkyo , Crazy X Rich",15+ - Teens 15 or older,14638,7.7,4292,29597
69,2023,Celebrity (2023),12,205,"Jun 30, 2023",Friday,45 min.,"['Thriller', 'Mystery', 'Drama']","['Social Media', 'Slight Romance', 'Rich Male Lead', 'Influencer Female Lead', 'Famous Female Lead', 'Secret', 'Suspense', 'Revenge', 'Influencer Supporting Character', 'Nonlinear Narrative']",Fame. Money. Power. One young woman fights to become the next hottest celebrity in the glamorous yet scandalous world of influencers in Seoul. (Source: Netflix),셀러브리티,"Celebridade , Celebrita , Celebrity: คนเด่น คนดัง คนดับ , Celebrytka , Selleobeuriti , Знаменитість , Знаменитость , النجمة الشهيرة",18+ Restricted (violence & profanity),43139,8.2,1459,73533
70,2023,Between Him and Her (2023),12,5058,"Dec 26, 2023 - Mar 15, 2024",Friday,60 min.,"['Romance', 'Youth', 'Drama']","['Merchandise Director Supporting Character', 'Jewelry Industry', ""Co-workers' Relationship"", ""Best Friends' Relationship"", ""Classmates' Relationship"", 'Jewelry Designer Supporting Character', 'Jewelry Designer Female Lead', 'Fashion Designer Male Lead', 'Influencer Supporting Character', 'Model Supporting Character']","In their college days, campus sweethearts Jung Hyun Sung and Han Sung Ok fell madly in love with one another. They couldn’t imagine spending a day apart – and dreamed of launching successful careers that would complement them as they spent forever in each other’s arms. Seven years later, reality has bitten – hard. The “seven-year itch,” they have learned, is a very real phenomenon. While Jung Hyun Sung has become the designer of his own hip fashion brand and Han Sung Ok is a jewellery designer, their careers are far from stellar. The eve of their seventh anniversary as a couple approaches, but the unthinkable has happened – they have become bored of one another. Where passion once lived, now resides only indifference and boredom. Things are about to come to a head – but could the spark return to their relationship...to save the day? (Source: Viki) ~~ Adapted from the webtoon ""A Man and a Woman"" (남과 여) by Hyeo No (혀노).",남과 여,"A Man and a Woman , Entre Ele e Ela , Man and Woman , Namgwa Yeo",15+ - Teens 15 or older,793,6.7,12328,3543
71,2023,Bronze? Gold! (2023),10,99999,"Sep 7, 2023 - Nov 9, 2023",,7 min.,['Comedy'],"['Short Length Series', 'Miniseries', 'Web Series']",,브론즈? 골드!,"Beuronjeu? Goldeu! 1 , Beuronjeu? Goldeu! Sijeun 1 , Bronze? Gold! 1 , Bronze? Gold! Season 1 , 브론즈? 골드! 시즌1 , 브론즈? 골드!1",Not Yet Rated,0,0.0,99999,4
72,2023,Something Unique (2023),4,22886,"Feb 6, 2023 - Feb 23, 2023",,11 min.,['Drama'],"['Short Length Series', 'Miniseries', 'Web Series']",,썸띵유니크,Sseomtting Yunikeu,Not Yet Rated,13,5.7,37839,218
73,2023,Revenant (2023),12,407,"Jun 23, 2023 - Jul 29, 2023","Friday, Saturday",1 hr. 10 min.,"['Thriller', 'Mystery', 'Horror', 'Supernatural']","['Spirit Possession', 'Occult', 'Folklore', 'Spirit', 'Emotionally Strong Female Lead', 'Student Female Lead', 'Winter Setting', 'Professor Male Lead', 'Detective Male Lead', 'Difficult Childhood']","When a portal to another world opens, demons are unleashed. Ku San Young becomes possessed by one of them, and Yeom Hae Sang, who can see the demons, joins her in uncovering the truth behind a series of mysterious deaths linked to five sacred objects. Ku San Young juggles part-time work and studying to become a public officer. After receiving items from her deceased father, she becomes entangled in strange deaths and begins to change. Yeom Hae Sang, a wealthy folklore professor with the ability to see demons, witnessed his mother's death at their hands. He meets Ku San Young and confronts the demon that killed his mother. Lee Hong Sae, a career-focused police lieutenant, becomes embroiled in these mysterious events through his involvement with Ku San Young and Yeom Hae Sang. (Source: MyDramaList)",악귀,"Aggwi , Akkwi , O Diabo , Revenant: Le Démon , The Demon , The Devil , Демон , Примарний демон",15+ - Teens 15 or older,18964,8.6,469,48458
74,2023,Love Class Season 2 (2023),10,1267,"Aug 11, 2023 - Sep 8, 2023",Friday,25 min.,"['Romance', 'Drama']","['Multiple Couples', 'Gay Romance', 'Multiple Mains', 'Friends To Lovers', 'Supportive Friend', 'Student Male Lead', 'School Setting', 'Tutor- Student Relationship', 'Prolonged Nudity', ""Classmates' Relationship""]","Lee Hyeon is a university freshman. He is cheerful and optimistic and has never really experienced any form of emotional hurt or heartbreak. His university days start with a bang when he sees and immediately falls for Kim An, a young tutor in the same department where Lee Hyeon is studying. Lee Hyeon starts following Kim An around like a puppy, pestering the cold and aloof young tutor with questions. Meanwhile, Ju Hyeok is a student who is returning to campus after a break. He meets and has a fling with a man named Seong Min after they meet by chance, but the latter vanishes without a trace the morning after. Ju Hyeok is shocked to later discover that Seong Min is actually his new class’s teaching assistant. Fellow student Min U is also stuck in a confusing romantic situation: he has a secret crush on his unemployed best friend, Ma Ru. Will Cupid help sort out the love chaos as these six young men strive for academic – and romantic – success? (Source: Viki)",수업중입니다 시즌2,"Love Class 2 , Sueobjung Ibnida 2 , Sueobjung Ibnida Sjieun 2 , 수업중입니다 2",Not Yet Rated,9412,7.7,4536,20091
75,2023,Straight Sassy Season 2 (2023),4,99999,"Jul 4, 2023 - Jul 15, 2023",,6 min.,['Comedy'],"['Short Length Series', 'Miniseries', 'Web Series']",,솔직발칙 시즌2,"Soljikbalchik 2 , Soljikbalchik Sijeun 2 , Straight Sassy 2 , 솔직발칙2",Not Yet Rated,4,5.5,99999,41
76,2023,Payback: Money and Power (2023),12,3037,"Jan 6, 2023 - Feb 11, 2023","Friday, Saturday",1 hr. 10 min.,"['Thriller', 'Mystery', 'Business', 'Drama']","['Uncle-Nephew Relationship', 'Finance Industry', 'Fight For Justice', 'Corruption', 'Revenge', 'Rich Male Lead', 'Business Industry', 'Emotionally Strong Female Lead', 'Former Prosecutor Female Lead', ""Co-workers' Relationship""]","“Payback” follows the revenge story of a group of people—including Eun Yong, a money trader—who refuses to remain silent in the face of unjust authorities and fight against a cartel conspiring with the law. (Source: nme.com; edited by MyDramaList)",법쩐,"Beobjjeon , Law Money , The Law",15+ - Teens 15 or older,1900,7.7,4473,7335
77,2023,Reincarnated Partners (2023),3,99999,"Mar 1, 2023 - Mar 15, 2023",,9 min.,"['Romance', 'Drama']","['School Setting', 'Short Length Series', 'Miniseries', 'Web Series']",,환생 파트너,Hwansaeng Pateuneo,Not Yet Rated,0,0.0,99999,8
78,2023,Not Others (2023),12,1213,"Jul 17, 2023 - Aug 22, 2023","Monday, Tuesday",60 min.,"['Mystery', 'Comedy', 'Romance', 'Drama']","['Mother-Daughter Relationship', 'Cohabitation', 'Single Mother Female Lead', 'Slice Of Life', 'Police Officer Female Lead', 'First Love Returns', 'Police Officer Male Lead', 'Police Patrol Division', ""Bickering Mains' Relationship"", ""Teammates' Relationship""]","High school student Kim Eun Mi’s life changed when she became pregnant and chose to raise her daughter, Jin Hui, on her own. Now in her forties, Eun Mi works as a physical therapist while Jin Hui, at twenty-nine, is an officer at the Namchon Police Substation. Though Jin Hui is an adult, she still lives with her mother, leading to constant bickering despite their deep love for each other. Eun Mi's life grows more complicated when Dr. Park Jin Hong appears, while Jin Hui faces challenges with her new director, Eun Jae Won. (Source: MyDramaList) ~~ Adapted from the webtoon ""Namnam"" (남남) by Jeong Young Ryong (정영룡).",남남,"Namnam , Os Outros Não , Strangers , Не інші , Незнакомки , ليست غيرها",15+ - Teens 15 or older,8280,8.0,2345,20810
79,2023,Couple Scandal (2023),12,99999,"May 13, 2023 - Jul 29, 2023",,45 min.,[],[],,부부스캔들,Bubu Seukaendeul,15+ - Teens 15 or older,0,0.0,99999,3
80,2023,My Man Is Cupid (2023),16,551,"Dec 1, 2023 - Jan 20, 2024","Friday, Saturday",1 hr. 2 min.,"['Mystery', 'Comedy', 'Romance', 'Fantasy']","['Fairy Male Lead', 'Cupid', 'Interspecies Romance', 'Reincarnated Lovers', 'Veterinarian Female Lead', 'Unlucky Female Lead', 'Past Life', 'Death', 'Reincarnation', 'Detective Male Lead']","Cheon Sang Hyuk, a charming fairy whose wings were burned 500 years ago, undergoes 27 metamorphoses to restore them. On his 28th attempt, he meets Oh Baek Ryun, a veterinarian. Baek Ryun is beautiful but has a history of men falling for her, only to experience near-death and flee. Despite her unlucky love life, she longs to find her destined partner. (Source: MyDramaList)",내 남자는 큐피드,"My Boyfriend Is Cupid , Nae Namjaneun Kyupideu",13+ - Teens 13 or older,16075,7.9,3117,39236
81,2023,Unintentional Love Story (2023),10,609,"Mar 17, 2023 - Apr 14, 2023",Friday,35 min.,"['Comedy', 'Romance']","['Town Setting', 'Potter Male Lead', 'Gay Romance', 'Opposites Attract', 'LGBTQ+', 'Flashback To Past', 'Pottery', 'Café Owner Supporting Character', 'Ceramic Artist Male Lead', 'Gay Male Lead']","When Ji Won Yeong's superior is fired over a corruption scandal, he is also dismissed despite his innocence. Determined to regain his job, Won Yeong seeks out the chairman's favorite artist, Yun Tae Jun, who is living in self-imposed exile at a pottery shop in a remote town. As Won Yeong secretly observes Tae Jun, he begins to develop feelings for him, causing him to question his sexuality and his motives. But when Tae Jun discovers the truth, will their relationship survive? (Source: MyDramaList) ~~ Adapted from the webtoon ""Biuidojeog Yeonaedam"" (비의도적 연애담) by Phobe (피비).",비의도적 연애담,"Biuidojeog Yeonaedam , Chuyện Tình Không Định Trước , История непреднамеренной любви , Ненавмисна Історія Кохання , ปั้นรักฉัน ด้วยใจนาย , 意外な恋愛遍歴",15+ - Teens 15 or older,18252,7.6,5288,36318
82,2023,Usual Yet Unusual Season 2 (2023),8,99999,"Jul 30, 2023 - Aug 24, 2023",,8 min.,"['Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",,흔치만 흔치않은 시즌2,"Heunchiman Heunchiahneun 2 , Heunchiman Heunchiahneun Sijeun 2 , Rare but Uncommon 2 , Typical but Not so Typical 2 , Usual Yet Unusual 2 , 흔치만 흔치않은2",Not Yet Rated,4,6.6,99999,47
83,2023,Cold Blooded Intern (2023),12,6100,"Aug 11, 2023 - Sep 15, 2023",Friday,39 min.,"['Comedy', 'Life', 'Drama']","['Intern Female Lead', 'Student Supporting Character', 'Assistant Manager Supporting Character', 'Workplace Setting', 'Office Setting', 'Manager Supporting Character', 'Female Centered Plot', 'Married Supporting Character', 'Married Female Lead', 'Office Worker Female Lead']","Ko Hae Ra worked hard as a merchandiser, but after having a child, she quit her job. For the past 7 years, she put all of her energy into raising her child. She now wants to resume her working career, but she struggles to find a job. One day, she takes an interview for an entry-level position at Market House. There, she meets Choi Ji Won, the director of the product planning team who holds the real power at Market House thanks to her charisma and leadership abilities. Ko Hae Ra and Choi Ji Won once worked together at another company, so Choi Ji Won decides to hire Ko Hae Ra for an intern position in the product planning team. She offers a sweet but cruel suggestion to Ko Hae Ra. (Source: AsianWiki; edited by MyDramaList)",잔혹한 인턴,"Cruel Intern , Cruel Mrs Ae Ran , Cruel Sra. Ae Ran , Janhoghan Aelanssi , Janhoghan Inteon , ورطة جي وون , 잔혹한 애란씨",Not Yet Rated,568,7.4,7951,2640
84,2023,Golf's True Colors (2023),6,99999,"Oct 12, 2023 - Jan 2, 2024","Monday, Thursday",9 min.,['Comedy'],"['Short Length Series', 'Miniseries', 'Web Series']",A story about losing everything while betting on golf with friends. (Source: Korean = 테일즈온TV YouTube || Translation = MyDramaList),골프본색,Golpeu Bonsaek,Not Yet Rated,0,0.0,99999,3
85,2023,Moon in the Day (2023),14,637,"Nov 1, 2023 - Dec 14, 2023","Wednesday, Thursday",1 hr. 1 min.,"['Thriller', 'Historical', 'Romance', 'Fantasy']","['Spirit Possession', 'Revenge', 'Reincarnation', 'Famous Male Lead', 'Past Life', 'Past And Present', 'Love/Hate Relationship', 'Reincarnated Lovers', 'Bodyguard Female Lead', 'Historical Fiction']","South Korean celebrity Han Joon Oh, secretly battling deep insecurities, is rescued from a near-fatal car accident by firefighter Kang Young Hwa. Impressed by her heroism, his team hires her as his bodyguard. However, after waking in the hospital, Han Joon Oh finds himself possessed by the vengeful spirit of Do Ha, a nobleman from ancient Korea, determined to seek justice for his betrayal and death. (Source: MyDramaList) ~~ Adapted from the webtoon ""The Moon that Rises in the Day"" (낮에 뜨는 달) by Hye Yoom (헤윰).",낮에 뜨는 달,"Daytime Moon , Lua no Dia , Moon Rising at Noon , Moonrise During the Day , Naje Tteuneun Dal , The Moon That Rises During the Day , The Moon That Rises in the Day , Луна, которая восходит днем , Місяць удень , قمر النهار , 白晝之月",15+ - Teens 15 or older,11705,7.7,4498,35163
86,2023,Love Mate (2023),8,936,"May 4, 2023 - May 25, 2023",Thursday,20 min.,"['Comedy', 'Romance', 'Drama']","['Office Worker Male Lead', 'Team Leader Male Lead', 'Gay Male Lead', 'Gay Romance', 'Workplace Romance', 'Superior/Subordinate Relationship', 'Love At First Sight', 'LGBTQ+', 'Workplace Setting', 'Office Setting']","As a team leader, Seo I Jun is anything but soft. A leader at So What Media, I Jun’s content production team is one of the company’s best, but by demanding the best from his team, he’s developed a reputation as the company’s toughest team leader. Seen by all as an iron-clad man who’s set in his ways, everyone is surprised when it becomes apparent that the company’s new employee, Jung Ha Ram, has started to get under his skin. A very straightforward type of person, Ha Ram hides nothing about himself, including his sincere beliefs about love. Skeptical of love himself, I Jun has a hard time understanding how Ha Ram can be so open about love. Even more confusing for I Jun is trying to understand the feelings that he seems to be developing for the company’s newest employee. Finding themselves in a bit of a push-and-pull relationship, I Jun and Ha Ram begin to understand each other better as they slowly learn about each other’s past and present struggles. Drawing ever closer, will this unlikely pair learn to let go of the past and allow themselves the freedom to experience true love? (Source: Viki)",러브메이트,"Reobeu Meiteu , 러브 메이트",15+ - Teens 15 or older,13678,7.4,7534,26110
